customer_id,customer_name,customer_gender,customer_age,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,customer_tenure,customer_loyalty,latitude,longitude,total_spend,percentage_lifetime_spend_groceries,percentage_lifetime_spend_electronics,percentage_lifetime_spend_vegetables,percentage_lifetime_spend_nonalcohol_drinks,percentage_lifetime_spend_alcohol_drinks,percentage_lifetime_spend_meat,percentage_lifetime_spend_fish,percentage_lifetime_spend_hygiene,percentage_lifetime_spend_videogames,percentage_lifetime_spend_petfood,customer_education,dietary_preferences,nr_childs
16427,Elaine`s Fishy,False,36,0.0,1.0,12939.0,278.0,10.0,259.0,368.0,94.0,101.0,44368.0,159.0,0.0,0.0,31.0,0.3922536704721026,12.0,1,38.96267997648531,-9.417341280202905,58566.0,0.22093019483485385,0.004746780598507565,0.004422360341775033,0.006283508130398502,0.0016050265333083132,0.0017245497857887194,0.7575725237215237,0.002714885306340657,0.0,0.0,0,Fish and Meat,0.0
16529,Blanche`s Fishy,False,23,1.0,,17882.0,358.0,17.0,642.0,85.0,152.0,80.0,38340.0,92.0,0.0,0.0,5.0,0.4504867074898275,0.0,1,38.96357444978785,-9.417622894389314,57631.0,0.3102843417111725,0.006211933471233629,0.011139836001486006,0.001474900405181169,0.0026374689598533843,0.0013881415578175706,0.6652668415840708,0.0015963627914902063,0.0,0.0,0,Fish and Meat,0.0
16698,Tonia`s Fishy,False,27,0.0,1.0,11964.0,103.0,8.0,172.0,37.0,1.0,105.0,42860.0,74.0,0.0,0.0,19.0,0.5261620145449655,4.0,1,38.96349003710915,-9.41771817271673,55316.0,0.21628458017850527,0.0018620287327303614,0.0031094072041710887,0.0006688841078740133,1.807794886145982e-05,0.001898184630453281,0.7748208882021679,0.0013377682157480267,0.0,0.0,0,Fish and Meat,0.0
16800,Patrick`s Fishy,True,24,0.0,,14426.0,59.0,7.0,340.0,334.0,111.0,125.0,35272.0,98.0,0.0,0.0,12.0,0.5208577219638824,1.0,1,39.35591187424858,-9.380334030543036,50765.0,0.2841721098843475,0.0011622178346857412,0.006697526504968678,0.006579334860763349,0.0021865454177985976,0.002462325920944367,0.6948092790683976,0.0019304635220203836,0.0,0.0,0,Fish and Meat,0.0
16923,Larry`s Fishy,True,52,0.0,1.0,14982.0,131.0,7.0,134.0,166.0,33.0,98.0,35902.0,143.0,0.0,0.0,26.0,0.5122578223365681,14.0,1,39.35565416575172,-9.382018756331702,51589.0,0.29041069018382015,0.0025393005215645736,0.002597452441905747,0.003217739592211597,0.0006396711237529078,0.0018996293978116657,0.6959234146962696,0.002771908202929267,0.0,0.0,0,Fish and Meat,0.0
16989,Ramon`s Fishy,True,79,0.0,1.0,11126.0,419.0,10.0,365.0,330.0,74.0,175.0,34091.0,89.0,0.0,0.0,22.0,0.4070344716065575,19.0,1,39.35660397524456,-9.381589365796662,46669.0,0.23840231451234983,0.008978120598658509,0.007821035843700135,0.007071073502523409,0.0015856346642022189,0.003749811705883626,0.7304847478015924,0.0019070470961351012,0.0,0.0,0,Fish and Meat,0.0
17073,George`s Fishy,True,48,0.0,1.0,15232.0,437.0,7.0,356.0,162.0,147.0,74.0,36676.0,134.0,0.0,0.0,25.0,0.549718291833537,15.0,1,38.96266711993021,-9.416942638292698,53218.0,0.2862188946937324,0.008211505841725385,0.006689464713167591,0.0030440822571155893,0.002762222788864146,0.0013905067100404543,0.689165190505996,0.002517944583046228,0.0,0.0,0,Fish and Meat,0.0
17197,Alma`s Fishy,False,38,0.0,1.0,12709.0,226.0,6.0,402.0,233.0,121.0,41.0,47219.0,95.0,0.0,0.0,7.0,0.3995776813622659,17.0,1,38.96352163092617,-9.416693024715942,61046.0,0.20818723451377083,0.003702125658990653,0.006585196968647091,0.003816793267897443,0.001982111525388801,0.0006716245664540565,0.7734985464242462,0.001556203263735009,0.0,0.0,0,Fish and Meat,0.0
17549,Joseph`s Fishy,True,50,0.0,1.0,10463.0,312.0,17.0,59.0,397.0,142.0,23.0,40999.0,149.0,0.0,0.0,4.0,0.2143225466704099,14.0,1,39.35727901481868,-9.381492050640256,52544.0,0.19912831167625006,0.0059378795032963795,0.001122868239405405,0.007555571034643149,0.0027024964406028393,0.0004377282967173613,0.7802792363963085,0.0028357180961255143,0.0,0.0,0,Fish and Meat,
17668,Robert`s Fishy,True,84,1.0,1.0,15381.0,39.0,17.0,407.0,438.0,88.0,149.0,43111.0,70.0,0.0,0.0,22.0,0.3515700815455085,15.0,1,39.35582815379482,-9.380672880770677,59683.0,0.25771153298065896,0.0006534522973958585,0.006819361154874729,0.0073387719553688726,0.0014744564659188602,0.002496522879794434,0.7223328716162271,0.0011728630978900024,0.0,0.0,0,Fish and Meat,0.0
17748,Cedric`s Fishy,True,44,0.0,1.0,16040.0,481.0,9.0,795.0,287.0,91.0,37.0,32421.0,74.0,0.0,0.0,14.0,0.3001289189577511,16.0,1,39.357572834432034,-9.381181873600934,50226.0,0.3193564449973231,0.009576711349358629,0.01582845223022892,0.005714170805126666,0.0018118102552840648,0.0007366701037968176,0.6455022009512601,0.0014733402075936353,0.0,0.0,0,Fish and Meat,0.0
17763,Sunni`s Fishy,False,68,1.0,1.0,10249.0,86.0,6.0,849.0,371.0,62.0,101.0,34611.0,82.0,0.0,0.0,26.0,0.4209825257481176,11.0,1,39.355777946335536,-9.381836494347729,46411.0,0.22083122086763463,0.0018530085856782689,0.018293073130707563,0.007993792852170207,0.0013358899106052635,0.002176207757598897,0.7457497692896577,0.0017668221398327681,0.0,0.0,0,Fish and Meat,0.0
17773,Wendy`s Fishy,False,48,1.0,1.0,13019.0,279.0,17.0,20.0,242.0,132.0,23.0,36104.0,93.0,0.0,0.0,14.0,0.3568762389375994,15.0,1,38.96324181133503,-9.417067379169692,49912.0,0.2608390245153421,0.005589836995144054,0.00040070516094222613,0.004848532447400936,0.002644654062218692,0.00046081093508356004,0.7233529565329065,0.0018632789983813514,0.0,0.0,0,Fish and Meat,0.0
17836,Sandra`s Fishy,False,68,1.0,1.0,14906.0,854.0,9.0,377.0,357.0,54.0,29.0,36233.0,65.0,0.0,0.0,15.0,0.13308716119983,18.0,1,38.96236750005332,-9.416416665344268,52875.0,0.2819101121683003,0.016151297181787767,0.007130022292194366,0.006751771772714558,0.0010212764025954793,0.0005484632532457204,0.6852575536155927,0.0012293141883093733,0.0,0.0,0,Fish and Meat,1.0
18817,Ralph`s Fishy,True,73,0.0,1.0,15642.0,177.0,7.0,755.0,391.0,76.0,125.0,42371.0,106.0,0.0,0.0,26.0,0.2828109227877835,15.0,1,38.96289454949702,-9.41792119625696,59643.0,0.2622604057038704,0.0029676570649268034,0.012658650192201902,0.006555671821391979,0.001274248231268006,0.002095803011953957,0.710410155356009,0.0017772409541369559,0.0,0.0,0,Fish and Meat,0.0
18824,Wendy`s Fishy,False,74,1.0,1.0,14419.0,43.0,7.0,,359.0,123.0,52.0,43221.0,107.0,0.0,0.0,15.0,0.3905897616768244,13.0,1,38.9640812895117,-9.417139848571452,58324.0,0.24722237034113395,0.0007372606924661044,,0.006155269502217012,0.002108908492403043,0.00089157106995901,0.7410498695134302,0.0018345789324156552,0.0,0.0,0,Fish and Meat,0.0
18962,Herta`s Fishy,False,78,1.0,1.0,11287.0,80.0,7.0,490.0,367.0,113.0,28.0,40035.0,95.0,0.0,0.0,25.0,0.1724981307246633,18.0,1,38.96335104043763,-9.41678411127907,52495.0,0.2150109124657753,0.0015239543720441237,0.009334220528770257,0.006991140681752417,0.002152585550512325,0.0005333840302154433,0.7626439160598312,0.001809695816802397,0.0,0.0,0,Fish and Meat,0.0
19034,Sarah`s Fishy,False,72,1.0,1.0,14560.0,111.0,9.0,631.0,217.0,2.0,89.0,38232.0,102.0,0.0,0.0,31.0,0.5293696320767769,16.0,1,39.35577412685406,-9.380405264094184,53944.0,0.2699094857797928,0.002057689074282761,0.011697313566418217,0.004022689451525758,3.70754788159056e-05,0.0016498588073077993,0.7087348530448515,0.0018908494196111856,0.0,0.0,0,Fish and Meat,
19042,Kathy`s Fishy,False,52,0.0,1.0,12526.0,276.0,7.0,342.0,280.0,159.0,95.0,42769.0,82.0,0.0,0.0,10.0,0.3589810309528067,15.0,1,39.35744929221944,-9.381778541696766,56529.0,0.22158534175638314,0.004882448852368014,0.006049990969238626,0.004953208980663202,0.0028127150997337472,0.0016805530470107295,0.7565849817642304,0.0014505826300513665,0.0,0.0,0,Fish and Meat,0.0
19730,Jacqueline`s Fishy,False,35,0.0,1.0,11686.0,336.0,6.0,457.0,379.0,111.0,130.0,43310.0,102.0,0.0,0.0,21.0,0.102767807418184,12.0,1,38.963432269632655,-9.417358837968823,56511.0,0.20679156150279387,0.005945744024040625,0.008086919699364778,0.006706657693783919,0.0019642190079419922,0.002300436675968099,0.7663993264321413,0.0018049580072980469,0.0,0.0,0,Fish and Meat,0.0
19934,Jack`s Fishy,True,52,0.0,1.0,14343.0,380.0,10.0,92.0,297.0,47.0,69.0,37503.0,192.0,0.0,0.0,29.0,0.3328634017077561,18.0,1,39.356790966944,-9.380785130623575,52923.0,0.2710163310816977,0.007180241637805559,0.001738374291258188,0.005611925701126976,0.0008880825183601612,0.001303780718443641,0.7086331635332155,0.003627911564364914,0.0,0.0,0,Fish and Meat,0.0
19964,Joseph`s Fishy,True,64,1.0,1.0,13850.0,143.0,9.0,504.0,429.0,81.0,36.0,42361.0,116.0,0.0,0.0,19.0,0.5375299252822605,8.0,1,39.356049144253824,-9.380893465429224,57520.0,0.24078577176881574,0.0024860913619451732,0.008762168156785786,0.00745827408583552,0.001408205596626287,0.0006258691540561276,0.7364567565269895,0.002016689496403078,0.0,0.0,0,Fish and Meat,0.0
20133,Paula`s Fishy,False,55,0.0,1.0,12565.0,210.0,8.0,216.0,348.0,106.0,104.0,45861.0,115.0,0.0,0.0,34.0,0.3585713487287676,13.0,1,38.96378758873952,-9.417059786960266,59525.0,0.21108774278240355,0.0035279288487309788,0.003628726815837578,0.005846282092182764,0.0017807640855499226,0.0017471647631810562,0.7704492615792924,0.0019319610362098217,0.0,0.0,0,Fish and Meat,1.0
20503,James`s Fishy,True,65,0.0,1.0,14014.0,348.0,6.0,216.0,292.0,26.0,67.0,38371.0,38.0,0.0,0.0,14.0,0.0596017654760937,10.0,1,38.962359527900816,-9.41648729356489,53372.0,0.26257208600537996,0.006520271580553177,0.004047065118964041,0.005471032475636574,0.00048714672728270865,0.0012553396433823646,0.718934887406339,0.0007119836783362665,0.0,0.0,0,Fish and Meat,0.0
20530,Mike`s Fishy,True,27,1.0,1.0,14716.0,13.0,8.0,94.0,413.0,96.0,78.0,41958.0,101.0,0.0,0.0,9.0,0.0,4.0,1,38.96324259940955,-9.416374559291732,57469.0,0.2560684445408056,0.00022620887326926285,0.0016356641605623622,0.007186481896938889,0.0016704655256807102,0.001357253239615577,0.7300978388178254,0.0017574689384765806,0.0,0.0,0,Fish and Meat,0.0
20741,Lewis`s Fishy,True,83,1.0,1.0,15241.0,39.0,9.0,611.0,259.0,125.0,43.0,37617.0,136.0,0.0,0.0,23.0,0.3128254127442063,14.0,1,39.35657834624668,-9.381242102882094,54071.0,0.2818700815834585,0.0007212737472445956,0.011299955373498663,0.004789997449650006,0.0023117748309121654,0.0007952505418337848,0.6956962705153834,0.0025152110160324356,0.0,0.0,0,Fish and Meat,0.0
20811,Barbara`s Fishy,False,23,1.0,1.0,14745.0,155.0,9.0,227.0,376.0,27.0,78.0,43366.0,24.0,0.0,0.0,21.0,0.4209234329507336,0.0,1,38.96361398746231,-9.416568309478604,58998.0,0.24992368386662533,0.002627207256651538,0.003847587401676768,0.006373096312909537,0.0004576425543844614,0.0013220784904439996,0.7350417412383909,0.0004067933816750768,0.0,0.0,0,Fish and Meat,0.0
20841,Philip`s Fishy,True,78,0.0,1.0,13569.0,108.0,12.0,205.0,46.0,171.0,20.0,42398.0,64.0,0.0,0.0,13.0,0.744532142987485,12.0,1,38.96262685828484,-9.417179795589876,56581.0,0.23981544337932462,0.0019087676236249581,0.0036231237300288557,0.0008129936174698896,0.0030222154040728507,0.0003534754858564737,0.7493326824671387,0.001131121554740716,0.0,0.0,0,Fish and Meat,0.0
20854,Trisha`s Fishy,False,71,0.0,1.0,12415.0,63.0,9.0,315.0,402.0,60.0,46.0,38995.0,85.0,0.0,0.0,18.0,0.3421852120365515,17.0,1,38.962401351068685,-9.417553265406932,52381.0,0.23701337564892314,0.001202725949728728,0.00601362974864364,0.007674537012554741,0.0011454532854559315,0.0008781808521828808,0.7444491811059007,0.0016227254877292361,0.0,0.0,0,Fish and Meat,0.0
20914,Anna`s Fishy,False,30,1.0,1.0,14060.0,13.0,9.0,74.0,381.0,135.0,76.0,44585.0,77.0,0.0,0.0,8.0,0.6308897596978011,7.0,1,39.3564285102242,-9.381396718073384,59401.0,0.23669631206607428,0.0002188514976428852,0.001245770063505654,0.006414032353995327,0.002272688629368423,0.0012794395246814826,0.7505764632621567,0.0012962742552693968,0.0,0.0,0,Fish and Meat,0.0
21068,Jesse`s Fishy,True,51,1.0,1.0,13752.0,306.0,9.0,282.0,432.0,129.0,10.0,46158.0,58.0,0.0,0.0,14.0,0.6046177146728353,11.0,1,39.3560686000018,-9.3809635541012,61127.0,0.22497419716750416,0.005005970355821428,0.004613345229874649,0.007067252267042016,0.0021103600519639353,0.00016359380247782444,0.755116273477142,0.0009488440543713818,0.0,0.0,0,Fish and Meat,0.0
21371,Patricia`s Fishy,False,51,0.0,1.0,14303.0,347.0,6.0,687.0,288.0,82.0,27.0,34835.0,114.0,0.0,0.0,11.0,0.4166629453245232,14.0,1,39.357362588140624,-9.381427124543029,50683.0,0.28220502294555905,0.006846475771663916,0.013554838199230866,0.005682377585703769,0.0016178991737073232,0.0005327228986597284,0.6873111916596902,0.002249274461007742,0.0,0.0,0,Fish and Meat,0.0
21480,Sergio`s Fishy,True,31,1.0,1.0,14681.0,139.0,7.0,382.0,188.0,80.0,99.0,38714.0,143.0,0.0,0.0,15.0,0.3549169198168309,8.0,1,39.356142460128375,-9.38150123974784,54426.0,0.26974235296689947,0.0025539259629724833,0.007018703006154594,0.0034542307988404807,0.0014698854463150981,0.001818983239814934,0.7113143146080338,0.002627420235288238,0.0,0.0,0,Fish and Meat,1.0
21725,Chad`s Fishy,True,28,0.0,1.0,11875.0,60.0,7.0,876.0,580.0,58.0,231.0,39847.0,87.0,0.0,0.0,24.0,0.1312935574480243,5.0,1,39.35729440695526,-9.381342993189268,53614.0,0.2214906141137363,0.0011191104713115098,0.016339012881148043,0.010818067889344595,0.0010818067889344595,0.004308575314549312,0.7432199158391621,0.001622710183401689,0.0,0.0,0,Fish and Meat,
21917,Gillian`s Fishy,False,24,0.0,1.0,14243.0,115.0,17.0,150.0,412.0,154.0,133.0,44910.0,111.0,0.0,0.0,0.0,0.2837139877897122,1.0,1,38.96355025772759,-9.417077174678829,60228.0,0.2364846522407099,0.0019094105881964222,0.00249053554982142,0.006840670976842834,0.0025569498311499915,0.0022082748541749925,0.7456663436165332,0.001842996306867851,0.0,0.0,0,Fish and Meat,0.0
21936,Brian`s Fishy,True,57,0.0,1.0,12953.0,64.0,6.0,669.0,141.0,140.0,100.0,38658.0,157.0,0.0,0.0,18.0,0.1683812959186206,13.0,1,38.96312330673056,-9.417953727151817,52882.0,0.24494152170085817,0.0012102414412765324,0.012650805065843752,0.0026663131753123606,0.0026474031527924146,0.0018910022519945818,0.7310236505760654,0.0029688735356314935,0.0,0.0,0,Fish and Meat,0.0
22053,Jose`s Fishy,True,80,0.0,1.0,14165.0,223.0,6.0,1289.0,300.0,145.0,120.0,37568.0,32.0,0.0,0.0,16.0,0.5068294237193438,15.0,1,38.96406144363563,-9.416142723132136,53842.0,0.26308453194819437,0.004141747308467867,0.023940413814417402,0.005571857365651839,0.002693064393398389,0.0022287429462607357,0.6977451250426944,0.0005943314523361962,0.0,0.0,0,Fish and Meat,0.0
22171,Minnie`s Fishy,False,44,1.0,1.0,11676.0,55.0,7.0,377.0,259.0,67.0,54.0,42195.0,6.0,0.0,0.0,19.0,0.4206710490695016,13.0,1,38.96393232056424,-9.416340851756264,54689.0,0.2134981050123233,0.0010056865172728487,0.006893523945670254,0.00473586923588487,0.0012251090301323793,0.0009874013078678878,0.7715444108423246,0.00010971125642976531,0.0,0.0,0,Fish and Meat,0.0
22356,Juan`s Fishy,True,58,0.0,1.0,13270.0,131.0,10.0,35.0,365.0,4.0,97.0,35927.0,72.0,0.0,0.0,26.0,0.4012400133682303,14.0,1,38.96250149157913,-9.416831133988827,49901.0,0.26592648124757395,0.002625197365744701,0.0007013886091684317,0.007314481209899359,8.015869819067791e-05,0.001943848431123939,0.7199653874741212,0.0014428565674322023,0.0,0.0,0,Fish and Meat,0.0
22832,Earl`s Fishy,True,57,1.0,1.0,15252.0,241.0,17.0,208.0,203.0,68.0,16.0,35213.0,96.0,0.0,0.0,14.0,0.2753671404921831,15.0,1,39.35586632129935,-9.38130948572677,51297.0,0.29732727112165014,0.0046981295790924265,0.004054817230088069,0.003957345662057106,0.0013256133252210996,0.00031190901769908224,0.6864532650148615,0.0018714541061944936,0.0,0.0,0,Fish and Meat,0.0
23002,Jennifer`s Fishy,False,75,,1.0,14802.0,41.0,10.0,352.0,372.0,88.0,18.0,40241.0,20.0,0.0,0.0,25.0,0.5835428062026248,15.0,1,38.963381759270376,-9.417304570428366,55934.0,0.26463327052718016,0.0007330066269162536,0.006293130065232226,0.006650694273484057,0.0015732825163080565,0.00032180778742664794,0.7194370652130966,0.00035756420825183103,0.0,0.0,0,Fish and Meat,0.0
23080,John`s Fishy,True,44,0.0,1.0,14254.0,461.0,8.0,324.0,253.0,86.0,69.0,47884.0,55.0,0.0,0.0,29.0,0.2380997076709316,17.0,1,38.96394228337654,-9.417643389945187,63386.0,0.22487612014070613,0.0072728982310134365,0.005111538019193825,0.0039914170335062895,0.0013567662643539165,0.0010885682818653516,0.7554348349107318,0.0008676993551100629,0.0,0.0,0,Fish and Meat,0.0
23107,Ramiro`s Fishy,True,65,0.0,1.0,12211.0,189.0,,776.0,534.0,25.0,100.0,40724.0,155.0,0.0,0.0,31.0,0.5578418103964293,16.0,1,39.356367276518135,-9.3817859302849,54714.0,0.22317867032593663,0.003454325500909182,0.014182839093680028,0.009759840304156102,0.0004569213625541246,0.0018276854502164983,0.7443066227461668,0.0028329124478355724,0.0,0.0,0,Fish and Meat,0.0
23326,Charles`s Fishy,True,84,0.0,1.0,15864.0,254.0,17.0,137.0,343.0,112.0,75.0,39950.0,66.0,0.0,0.0,24.0,0.529795334375448,11.0,1,39.357327855507805,-9.38172731520552,56801.0,0.2792908083852734,0.004471751470616455,0.0024119289428128124,0.00603862501740726,0.0019717959240513503,0.0013203990562843865,0.7033325639808166,0.00116195116953026,0.0,0.0,0,Fish and Meat,0.0
23479,Francesca`s Fishy,False,65,1.0,1.0,9682.0,220.0,6.0,502.0,432.0,185.0,181.0,38209.0,91.0,0.0,0.0,23.0,0.0183764222505443,10.0,1,39.356454680921935,-9.381601088913945,49502.0,0.19558801753706564,0.004444263980391907,0.010141002355257897,0.008726918361496836,0.0037372219835113763,0.0036564171838678874,0.77186764739452,0.0018383091918893798,0.0,0.0,0,Fish and Meat,0.0
23627,Brittany`s Fishy,False,51,1.0,1.0,15551.0,266.0,8.0,743.0,262.0,72.0,55.0,40892.0,83.0,0.0,0.0,23.0,0.5154863184428172,17.0,1,38.963728138833474,-9.417970172847486,57924.0,0.2684724348331547,0.004592223501100839,0.012827150606458358,0.004523167508603081,0.0012430078649596256,0.0009495198968441584,0.7059594113045695,0.0014329118443284572,0.0,0.0,0,Fish and Meat,0.0
23690,John`s Fishy,True,50,1.0,1.0,16072.0,100.0,9.0,79.0,302.0,102.0,73.0,44484.0,52.0,0.0,0.0,12.0,0.2478180039749259,14.0,1,38.96398016848556,-9.416163039232163,61264.0,0.26233999374183964,0.0016322797022264785,0.001289500964758918,0.0049294847007239646,0.001664925296271008,0.0011915641826253293,0.7261033027384267,0.0008487854451577687,0.0,0.0,0,Fish and Meat,0.0
24331,Nancy`s Fishy,False,78,1.0,1.0,14061.0,280.0,10.0,82.0,299.0,54.0,134.0,43269.0,162.0,0.0,0.0,20.0,0.3198144951382439,15.0,1,38.96263940130949,-9.41701596278653,58341.0,0.24101399684372965,0.004799368403118149,0.0014055293180560294,0.005125039830472596,0.0009255924777442146,0.002296840592920829,0.7416566836947115,0.0027767774332326436,0.0,0.0,0,Fish and Meat,0.0
24463,Stephanie`s Fishy,False,68,1.0,1.0,16382.0,77.0,17.0,92.0,567.0,87.0,55.0,40584.0,136.0,0.0,0.0,7.0,0.2282814530622203,10.0,1,39.35745295822572,-9.381590371243057,57980.0,0.28254565668408815,0.001328043924104187,0.0015867537794491584,0.009779232532039921,0.0015005171610008344,0.0009486028029315621,0.6999653846213548,0.002345636021794408,0.0,0.0,0,Fish and Meat,0.0
24705,Mario`s Fishy,True,45,0.0,1.0,14137.0,434.0,9.0,580.0,281.0,135.0,116.0,42250.0,78.0,0.0,0.0,4.0,0.4208697538221541,14.0,1,38.96261843657817,-9.41694012604818,58011.0,0.2436951192540864,0.007481338456268904,0.009998102084414665,0.004843908078828485,0.002327144450682724,0.001999620416882933,0.7283100225284821,0.0013445723492833514,0.0,0.0,0,Fish and Meat,0.0
24720,George`s Fishy,True,64,0.0,1.0,12497.0,236.0,7.0,14.0,272.0,199.0,162.0,44151.0,146.0,0.0,0.0,1.0,0.5847686999337487,10.0,1,38.96303806059058,-9.41737079634715,57677.0,0.21667211944585893,0.004091751635530344,0.00024273102922637633,0.004715917139255311,0.003450248201146349,0.0028087447667623547,0.7654869765266958,0.0025313378762179244,0.0,0.0,0,Fish and Meat,0.0
24741,Tarsha`s Fishy,False,61,1.0,1.0,13108.0,131.0,6.0,101.0,325.0,27.0,50.0,45832.0,139.0,0.0,0.0,31.0,0.6070190782836777,14.0,1,38.96322681634752,-9.41755742610692,59713.0,0.21951665139640422,0.002193826772423631,0.0016914236947693643,0.005442700007921222,0.00045216276988883995,0.000837338462757111,0.7675379285016782,0.0023278009264647687,0.0,0.0,0,Fish and Meat,0.0
24749,Roy`s Fishy,True,51,1.0,1.0,15396.0,168.0,17.0,37.0,301.0,118.0,97.0,42253.0,145.0,0.0,0.0,12.0,0.4222015273898484,13.0,1,38.96269189775744,-9.41739347335256,58515.0,0.2631119775934414,0.00287105821224332,0.0006323163919821598,0.005143979296935948,0.0020165766014566175,0.0016576943249262026,0.7220882300114108,0.002477996671281437,0.0,0.0,0,Fish and Meat,0.0
25035,Ian`s Fishy,True,80,0.0,1.0,13989.0,262.0,6.0,1024.0,345.0,11.0,12.0,42901.0,149.0,0.0,0.0,21.0,0.4204127235732962,11.0,1,38.9632773184412,-9.416688027958807,58693.0,0.23834184002490244,0.004463904645544674,0.01744671128640361,0.005878042376766842,0.0001874158438969138,0.0002044536478875423,0.7309388290019544,0.0025386327946036505,0.0,0.0,0,Fish and Meat,0.0
25036,Marian`s Fishy,False,62,0.0,1.0,11988.0,124.0,8.0,660.0,241.0,113.0,189.0,36453.0,58.0,0.0,0.0,28.0,0.0,17.0,1,38.96286315525979,-9.417450079471902,49826.0,0.24059723024179538,0.0024886600392044233,0.013246093757055802,0.0048368312052279525,0.00226789180992016,0.0037931995758841617,0.731605842009023,0.0011640506634988431,0.0,0.0,0,Fish and Meat,0.0
25089,Michael`s Fishy,True,82,1.0,1.0,12835.0,90.0,7.0,147.0,342.0,186.0,49.0,38412.0,53.0,0.0,0.0,11.0,0.1074428176848041,20.0,1,38.96231640985491,-9.417084646152466,52114.0,0.24628693896324616,0.0017269828209343322,0.002820738607526076,0.006562534719550463,0.003569097829930953,0.0009402462025086919,0.737076267974773,0.001017000994550218,0.0,0.0,0,Fish and Meat,0.0
25197,Emily`s Fishy,False,50,0.0,1.0,14001.0,106.0,6.0,25.0,400.0,115.0,139.0,36827.0,69.0,0.0,0.0,19.0,0.357270541837103,13.0,1,39.35667176042983,-9.381469580852352,51682.0,0.2709066462391846,0.002051003821252308,0.0004837273163330915,0.007739637061329464,0.002225145655132221,0.002689523878811989,0.7125690351439504,0.0013350873930793325,0.0,0.0,0,Fish and Meat,0.0
25215,Jana`s Fishy,False,37,0.0,1.0,15373.0,24.0,17.0,221.0,324.0,159.0,101.0,43017.0,167.0,0.0,0.0,28.0,0.6867819269001685,10.0,1,39.35689582011863,-9.380532537034233,59386.0,0.25886568233831503,0.00040413558681581737,0.0037214151952623185,0.005455830422013534,0.00267739826265479,0.0017007372611832314,0.7243625224190007,0.002812110124926729,0.0,0.0,0,Fish and Meat,0.0
25220,John`s Fishy,True,30,1.0,1.0,11870.0,110.0,9.0,468.0,492.0,68.0,50.0,39378.0,97.0,0.0,0.0,24.0,0.1864557467666341,7.0,1,39.35646715547777,-9.381258480301982,52533.0,0.22595316735134727,0.0020939215171565458,0.008908684272993305,0.00936553987673655,0.0012944242106058647,0.0009517825077984299,0.7495858318417314,0.0018464580651289541,0.0,0.0,0,Fish and Meat,0.0
25324,Justin`s Fishy,True,59,1.0,1.0,14585.0,43.0,17.0,88.0,608.0,51.0,9.0,43325.0,100.0,0.0,0.0,31.0,0.2062050472090978,16.0,1,39.35658110948398,-9.381929216646707,58809.0,0.2480062153741408,0.0007311804772772063,0.0014963693488463756,0.010338551864756778,0.0008672140544450586,0.00015303777431383388,0.7367068413496503,0.0017004197145981542,0.0,0.0,0,Fish and Meat,1.0
25563,Adam`s Fishy,True,49,1.0,1.0,11430.0,148.0,11.0,548.0,369.0,8.0,106.0,29813.0,220.0,0.0,0.0,33.0,0.8790954426790698,19.0,1,38.96234250517226,-9.417295807192678,42642.0,0.2680455259965466,0.0034707557171906296,0.012851176574462601,0.008653438240833394,0.00018760841714543942,0.0024858115271770725,0.6991462175446232,0.005159231471499584,0.0,0.0,0,Fish and Meat,0.0
25588,June`s Fishy,False,29,1.0,1.0,13596.0,332.0,8.0,135.0,473.0,87.0,39.0,35201.0,148.0,0.0,0.0,21.0,0.5108719750338276,11.0,1,39.35635800437336,-9.381230411705,50011.0,0.27186013639796514,0.006638538193889705,0.002699405590888886,0.009457917366595875,0.0017396169363506156,0.0007798282818123449,0.7038650089250347,0.002959348351493001,0.0,0.0,0,Fish and Meat,0.0
25633,Weldon`s Fishy,True,55,0.0,1.0,10763.0,141.0,17.0,279.0,379.0,161.0,97.0,34358.0,63.0,0.0,0.0,16.0,0.2170762136187259,17.0,1,39.356764008460566,-9.381089422652376,46241.0,0.2327587567832104,0.003049241355238564,0.006033605234833754,0.008196187756279545,0.0034817578595277223,0.0020977050458024166,0.7430201027183446,0.0013624269885108477,0.0,0.0,0,Fish and Meat,0.0
25919,Edison`s Fishy,True,43,0.0,1.0,14364.0,108.0,17.0,89.0,287.0,26.0,49.0,43004.0,32.0,0.0,0.0,24.0,0.3216312050046513,14.0,1,39.35618302307441,-9.381418188987634,57959.0,0.24783032008310701,0.0018633858652865188,0.0015355679815787053,0.004951775401270657,0.0004485928934949027,0.0008454250685096243,0.741972645840569,0.0005521143304552649,0.0,0.0,0,Fish and Meat,0.0
25956,William`s Fishy,True,44,1.0,1.0,16632.0,75.0,8.0,30.0,292.0,39.0,47.0,47129.0,122.0,0.0,0.0,11.0,0.2094991443402327,7.0,1,38.96418393768846,-9.417897085628129,64366.0,0.2583972503499906,0.001165211266008255,0.00046608450640330196,0.004536555862325473,0.0006059098583242926,0.0007301990600318398,0.7322032234093739,0.0018954103260400948,0.0,0.0,0,Fish and Meat,0.0
